deal_totalPrice,gross_area,address,house_age,deal_time,deal_unitPrice,floor_number,house_decoration,house_orientation,house_usage,household_style,is_two_five,longitude_latitude,region,with_elevator,xiaoqu,lon,lat
273,156.89,dafang,17,2017-06,17401,12,精装,南 北,普通住宅,3室2厅1厨2卫,5,"121.592694,38.95848",ganjingzi,1,亿达世纪城,121.592694,38.95848
225,188.0,dafang,13,2017-04,11969,10,其他,北 南,普通住宅,4室3厅1厨2卫,0,"121.594779,38.957177",ganjingzi,1,和润佳园,121.594779,38.957177
237,120.0,dafang,17,2017-05,19750,12,精装,南 北,普通住宅,3室2厅1厨1卫,0,"121.592694,38.95848",ganjingzi,1,亿达世纪城,121.592694,38.95848
300,161.82,dafang,11,2017-05,18540,5,毛坯,南 北,普通住宅,4室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
216,133.94,dafang,17,2017-03,16127,12,精装,南 北,普通住宅,3室2厅1厨1卫,5,"121.592694,38.95848",ganjingzi,1,亿达世纪城,121.592694,38.95848
233,158.96,dafang,17,2017-03,14658,12,精装,南 北,普通住宅,3室2厅1厨2卫,5,"121.592694,38.95848",ganjingzi,1,亿达世纪城,121.592694,38.95848
260,115.0,dafang,11,2017-03,22566,4,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
275,133.0,dafang,11,2017-03,20677,5,精装,南 北,普通住宅,3室1厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
228,116.0,dafang,11,2017-03,19656,4,毛坯,南 北,普通住宅,3室2厅1厨1卫,5,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
242,151.0,dafang,17,2017-03,16027,10,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.592694,38.95848",ganjingzi,1,亿达世纪城,121.592694,38.95848
398,154.0,dafang,11,2017-02,25845,5,毛坯,南 北,普通住宅,4室3厅1厨3卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
263,123.0,dafang,11,2016-12,21342,5,其他,南 北,普通住宅,3室2厅1厨2卫,5,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
285,156.74,dafang,11,2017-01,18183,5,精装,南 北,普通住宅,4室2厅1厨3卫,5,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
220,135.0,huanan,8,2019-07,16297,26,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.599669,39.010608",ganjingzi,1,远洋自然,121.59966899999999,39.010608000000005
220,135.0,dafang,17,2017-02,16297,12,精装,南 北,普通住宅,3室2厅1厨1卫,0,"121.592694,38.95848",ganjingzi,1,亿达世纪城,121.592694,38.95848
290,145.0,dafang,11,2016-12,20000,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
270,125.0,wuchangjie,12,2017-07,21600,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.65912,38.912341",zhongshan,1,尚品南山,121.65912,38.912341
270,125.0,dafang,11,2016-12,21600,5,精装,南 北,普通住宅,3室2厅1厨1卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
235,168.08,dafang,11,2016-12,13982,16,简装,南 北,普通住宅,4室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,1,唯美品格,121.589537,38.958698
